Height,Weight
166.7356146,78.67131088
157.737174,58.5107883
163.7583317,47.61247358
172.3283098,61.95560142
159.7321763,51.27491659
197.5930895,96.06942438
184.4725197,84.5795388
174.0154748,79.88622422
170.9682305,80.73888698
183.024564,85.19438647
166.4392026,58.40509775
170.2541741,58.64359465
178.9600671,86.27428279
167.9529972,85.1757718
155.815179,53.04163976
164.6301717,44.76904257
171.0904662,64.45141698
177.7687191,70.34933931
160.0630301,48.34801738
167.3421897,52.72277769
175.1747916,81.60126231
165.7025452,50.80931506
167.2884975,59.31900777
193.4926373,98.76828801
190.1999486,88.05969312
184.4447949,80.86541223
190.430146,102.3587831
170.384154,87.53857154
148.4082776,67.14474953
169.3899536,51.89518762
155.6999149,57.18172797
170.7740505,54.08259289
192.3887268,100.6733481
164.5460972,65.66882885
154.344672,51.67275476
166.7058871,65.15130596
153.2487063,55.81941831
172.0816264,67.48329277
170.1897288,76.23478931
152.3096639,55.03030611
167.7648869,55.14302037
163.4264474,68.86785933
172.5550028,78.08468564
180.785215,76.10551433
175.4949498,83.8683908
188.263859,82.60298842
166.1571837,50.49774952
169.2246661,44.84898671
158.4085756,54.68786142
194.507754,98.15631747
168.2195791,64.46994192
172.9461525,68.59993167
170.8714038,76.08309168
158.8610215,79.7571099
191.5813068,91.71221485
163.5642205,68.45966449
158.8304396,86.39877167
182.4718833,84.38643481
179.2625873,79.93775985
170.8638102,76.11528875
182.811981,66.54813992
175.5216508,67.70859403
160.5591793,50.27622592
176.4303818,62.55528332
171.4656825,83.6724166
157.7775888,53.94263779
187.9802197,86.27661144
167.5524518,77.61872768
180.5313206,86.30967382
181.536186,75.29972915
173.9678115,70.03140965
173.8183595,77.81597517
169.3945441,42.31867886
167.502261,51.97013141
171.2494103,64.3025522
157.5562524,49.99862753
184.4942081,86.18981728
169.1272883,54.4093473
171.5005664,78.42680492
174.4731912,53.01732204
165.629443,55.52268445
164.9507407,68.92125598
181.9153875,81.75792046
164.2305482,54.7271202
162.9013069,42.6381405
168.1395704,39.34833478
170.619257,73.67181299
161.6574153,76.23220371
154.0198287,49.67757477
167.8561883,56.16200613
169.0368596,81.12829028
170.3189492,69.76975024
160.3057982,50.00813708
175.0155048,68.59319903
157.7135917,71.53633429
181.083425,53.30090002
164.640432,55.23756584
165.8717777,81.84484843
186.0028434,78.10532273
172.9484174,85.1625929
168.0139694,55.91598423
168.7507119,47.4872265
154.5348735,54.53114351
173.4498991,80.35981546
160.4610388,59.84771821
162.4661111,59.57561292
165.826139,64.79478309
175.3183056,76.30154043
163.5192387,58.4992043
154.1511364,53.82666402
172.2101871,53.79655289
183.0029795,72.54190972
186.8802979,70.06662406
161.4373353,57.87301572
165.9639671,45.35580549
157.2157221,48.59469949
160.0535453,63.18872825
160.3633687,51.00137325
179.9383678,73.54370948
164.8143825,56.48590113
184.1017891,77.91135562
168.159891,78.96498297
164.6276812,64.92530383
187.1114529,87.15855416
166.9659034,68.5617855
171.7038319,46.85358886
166.7938647,51.09104964
168.6415392,72.71206436
166.9831965,63.23907374
167.5103881,66.22388001
159.826398,60.81093803
173.8489253,80.04303147
180.2327666,77.37582543
162.195041,60.71741704
152.9287181,53.83632098
165.3538799,84.45459165
192.3272119,77.96089373
163.1114074,70.24101208
168.1045022,82.76617294
169.8248096,73.86230668
154.6931553,58.18495678
162.9117217,51.17624584
167.4680055,54.67996105
169.7881069,73.34740973
186.4110187,73.0938466
174.7083256,59.68467412
160.3357567,74.27631786
198.8314477,80.94858191
184.0258486,66.1097434
193.6755799,84.72185639
172.8725972,73.36934243
194.2294203,88.20927423
156.1241041,37.95035661
181.6638308,88.33514717
167.8745713,70.16663486
179.4386323,76.12699031
174.5311841,47.95228862
159.8384253,47.61865501
165.2991436,45.69438598
159.7250362,46.96816625
158.6980165,73.89741129
168.4144703,74.39771937
173.8389606,76.00473062
183.8017891,70.1512002
160.534653,66.51814217
194.4362119,83.36589181
161.7148914,64.20688156
165.4692671,63.16536949
176.6825919,52.01781579
160.3997709,56.76803201
175.9740017,77.68913415
156.0259229,46.10160951
158.3723004,58.87647422
163.9814502,45.77826335
173.4321926,52.65034325
169.8576603,77.09529326
168.2753955,89.80272476
169.206248,56.03700179
161.8409259,68.62381375
165.2117014,80.91191342
176.2898291,66.52224022
171.2405175,63.51187781
186.5233156,84.00793724
169.2521716,57.06005126
161.9398228,60.42537723
164.8000843,65.6073029
162.4951359,55.58230928
147.2740724,66.42279116
181.203583,81.7194488
171.8911383,90.29815095
165.008826,52.52681149
173.640503,72.12541963
166.0453344,75.86790048
161.8267809,62.83955941
183.1451982,78.76428146
168.2848834,65.99462669
171.871573,72.40250937
173.2845367,85.61328965
184.7873798,90.82874885
176.666735,86.74089993
181.7690804,74.88007256
166.156374,50.3395678
170.4461928,59.33601767
164.1733247,69.15837702
163.7951489,57.55726615
174.4577938,46.30261853
161.997542,61.56307977
173.5036546,69.49327123
159.1908836,45.17941096
175.8842209,79.28285508
156.4035871,43.75682718
162.6710748,63.53785405
162.6576438,72.84003069
172.6044699,57.20877396
179.1605005,73.25906449
168.7351148,52.34425497
181.4331447,80.08757602
167.0789667,59.21722021
164.0059921,71.12863375
161.7030087,60.32708965
172.9113061,61.30096356
194.5591231,81.11781127
164.1729649,57.98901982
175.6479514,73.96701977
174.1557454,56.08818168
167.1554949,68.88315994
157.8114427,48.35277787
167.882547,56.58923272
171.0515049,79.13443588
167.3345638,51.90960906
160.1995051,59.88637154
166.36832,51.0623859
168.0770187,55.91945432
179.5093446,78.4995188
174.5782855,73.88623943
173.0882147,63.92370476
165.9878629,53.16678301
153.6458286,61.64512959
171.6897739,45.47612985
159.1352107,65.29521317
163.3897636,72.68011696
166.1758118,68.73080038
173.2007516,81.058091
161.6070132,67.08355593
189.9407907,88.96418775
166.8119353,57.9278344
160.2568619,62.6327963
194.2953205,78.5914158
163.464254,64.96244404
166.9698078,55.91460773
174.5089232,67.83808793
183.2350415,76.89331445
172.9170124,79.58013199
177.8974472,69.3131553
198.039167,82.83581865
165.5251888,72.86728128
166.2088797,62.55973293
160.4777732,43.49143212
170.5427794,58.21992693
164.4585369,65.82440147
165.7914705,71.51335311
167.60437,75.17159001
158.1026756,42.2051476
163.842949,66.63730259
171.4600609,73.01720872
168.4897441,69.43090037
164.6070697,68.909688
173.896107,77.43964025
163.7327641,55.07209408
164.2775602,67.5590998
183.5683061,68.98581617
158.1659508,47.41119179
162.7456448,70.09838263
171.5898212,58.81615097
167.6198308,50.6455921
163.8410301,68.9443852
162.3073979,68.45405289
168.205207,65.28823637
166.8090843,55.17529026
173.600115,57.5345338
159.5920299,60.60356109
165.1448926,80.86999149
182.7749036,64.33441394
166.2920285,69.19202728
176.4404357,85.66501798
168.3357761,59.02343977
170.3113581,82.68474876
194.1006495,93.61418419
183.2024784,84.15221946
166.4348735,51.5706642
160.5724093,56.21033091
165.9693556,46.2262076
181.0884383,82.52894432
168.1495072,58.04917949
174.474327,78.68573204
178.7915174,77.20581897
170.0668012,70.81951973
159.3064031,53.71347481
166.9235151,84.41902173
170.7602864,69.44490127
166.916591,69.87334891
168.8125472,56.22375925
183.7583276,82.16857158
186.2663592,83.34893239
173.5569525,63.20305162
168.6567791,66.46007262
172.6207827,81.79016787
172.0220912,76.47902209
168.3652171,78.91233241
178.024719,80.25346281
177.7451636,74.12157732
158.7109776,65.45289763
189.9448454,89.4232402
166.9073106,43.64530285
185.5445173,62.17203139
188.0184623,84.31850235
170.3640403,77.95129657
160.8249893,55.42471556
157.8694535,57.49477159
167.0160945,58.16056481
166.7087436,58.48818516
160.4672236,51.4907799
169.6126239,61.75412763
156.9095215,54.43603225
167.0688264,86.16578917
170.2830672,59.40267813
174.8910241,72.43461634
167.613277,57.35860734
179.9374178,80.56173214
168.1870702,60.61265115
181.2523145,76.9682958
156.9094541,49.81558448
177.9823817,78.52225924
183.6259601,76.06652043
166.2897935,58.45156812
167.9969894,47.02036286
165.8846064,65.04610693
179.105985,89.70768976
164.7855436,57.91931291
166.0908492,70.6026004
163.1437344,59.68931317
168.4107535,48.02569789
171.391893,50.72153705
181.0631952,87.54937426
168.186255,65.31769941
183.2158571,75.39931344
163.319065,61.04991058
159.2841303,55.77522333
176.4195316,82.52615623
178.5548179,93.10873327
167.4399425,65.47681343
165.3109223,62.32347786
176.993002,96.0733801
175.519454,82.67278374
174.1406923,81.73111743
157.4209625,56.570787
162.5925917,49.16275017
156.7488931,51.41334189
163.1538523,61.35964543
181.8981816,72.33571666
159.552289,79.35289316
173.9768378,59.7523299
159.6375631,77.33160606
183.644362,70.87143539
173.3551107,61.57619227
152.1137996,73.28421299
152.7659685,74.81653769
184.2950511,73.84196595
176.7742614,74.44510503
166.3455133,59.06278676
156.4200524,55.42676345
167.0890154,47.43770938
169.064773,66.58513696
166.3030778,51.25517685
160.2005183,48.68759487
167.266555,51.97101812
161.4046543,55.79998676
170.9821906,78.31788759
165.1523136,53.83694581
186.2859406,82.82361671
163.7198867,79.73351947
181.9474914,87.62621271
177.6705087,86.59645423
184.0604466,73.70450168
175.0529265,90.54485392
175.4575852,85.51311057
168.3779383,50.52115522
168.9106876,54.08153723
174.7895846,61.83724286
159.170616,71.90514435
164.8288268,55.01976169
160.4563433,65.98431266
161.8701509,50.6747674
175.5675968,59.78237804
158.5935479,69.92567962
197.567235,104.4868661
168.2460493,59.96975457
168.6489386,66.04094269
170.3928021,79.51318952
180.2106488,86.5036558
176.5650654,72.92475613
156.5003791,37.78401254
159.8750324,65.15129642
169.5869847,62.58661282
175.9772497,79.7118672
171.0272819,68.98090273
175.5892559,70.72235902
158.523941,46.348168
166.4342016,50.07145543
161.3242456,53.50217263
160.118424,77.00603917
164.8452087,58.03613562
172.6062082,69.19899274
175.0439142,71.32312719
178.924799,54.75873419
163.9667952,61.6091574
157.4410942,64.91024871
160.8309389,70.56391407
160.7593909,68.80421769
176.6092817,72.35700622
190.3637705,76.27321967
166.8685372,76.45632961
179.5741561,82.73757495
156.3214736,61.25633662
162.1005027,64.36869261
155.1671562,56.23813637
163.1611936,72.93504607
155.1920353,70.29040864
166.1221425,83.32905809
166.3550429,54.40597484
168.9958029,63.62292286
173.4864279,67.09451849
165.4051011,58.04080437
181.4013153,83.27434255
159.6217817,43.40363536
179.0198936,79.30882849
173.3873776,53.11165886
170.5284504,59.19101122
166.516821,51.56382778
162.2650479,59.34571397
167.0293528,41.02882133
166.8463954,59.86384044
201.9622405,92.90685177
173.0934651,77.08863201
178.563664,82.81610956
168.9795485,54.85552549
174.8297959,73.05141843
162.9558459,63.98659682
155.5038861,69.09384305
186.3689136,77.57341604
184.3184837,83.09075183
176.2167502,65.51716475
161.3769627,67.60620868
161.2466578,73.80564982
182.6103773,72.84918818
178.148172,74.28464465
169.601518,55.2722076
165.6282842,53.25284313
161.5224094,75.60631597
158.2399619,75.09849162
163.1105504,80.37957357
165.8786446,50.40745824
172.0262464,61.58789935
167.2308665,53.16979609
178.3890413,83.97767389
171.2701403,67.41798708
152.0515886,54.80068136
148.1867832,55.54205336
160.6220853,64.20228582
163.3485016,59.84419701
168.0059534,63.38409462
165.0154271,62.1085575
168.2407382,62.46045161
166.9623973,62.98089791
161.8642835,53.46920244
179.0015721,80.31101147
184.7663904,75.55661932
195.2104356,89.56773055
174.2214524,75.89285507
167.9027203,85.28024136
163.3693706,55.15759433
166.1369978,70.52420121
178.8728048,73.74051717
167.5254519,63.76155467
170.335809,74.61833436
187.2244507,87.32430352
180.3924919,80.35429954
182.2909056,85.20738092
163.0516184,56.90703361
170.8006081,46.76963732
157.8300792,57.21371935
178.1694261,82.8143774
160.6803568,58.61823971
171.1512019,80.2967375
169.178632,54.49588183
162.2858983,54.56875022
171.8844747,76.43063552
164.7040556,66.11863749
162.1185058,62.1619333
174.3175839,80.45124419
176.5339485,76.19659391
168.2405668,45.84752955
165.3310281,67.05266449
164.2924738,71.18489022
182.7140595,84.73785757
178.7816252,83.26222472
170.9119051,46.86428691
164.4697469,65.53848854
165.6753452,66.92463854
178.7642553,85.17914002
172.7768992,46.93295122
170.6167749,46.60848221
172.9309632,78.1756134
170.8995031,76.19580598
174.5429604,88.241163
160.1172331,64.87058324
164.4537154,67.37175175
163.9592166,74.61068416
165.2272212,70.2833702
180.6729028,76.77253623
178.7428024,63.40574081
175.6326199,72.82441238
178.7005589,74.60549931
180.2389102,80.39562869
173.4272731,56.44359511
161.8865988,57.88946526
158.9794234,51.69885901
164.3146467,47.02236338
160.3532462,47.71840547
171.9098703,71.99952628
164.1283533,55.39438849
153.1166065,40.40644261
148.4438091,69.83146975
165.2889543,72.19619668
167.7440262,80.17880495
178.9904635,77.05259209
188.1913688,81.84199403
160.3308989,76.02334752
158.1239974,56.59520916
162.4720464,80.65980201
182.7179055,79.79931135
168.0484075,57.738363
170.6081048,78.85077936
169.6250218,65.12610298
169.2115034,68.31699304
176.5670386,75.68123889
154.8359337,65.07068753
171.9104038,60.36296866
173.6711942,90.43694048
169.2421203,64.5277661
185.2017271,86.98990344
167.6196909,75.18319467
183.5792392,76.6148125
161.6013609,44.17444172
170.2923396,50.52782611
173.6629844,74.42091355
171.2945591,64.65889513
179.6566244,72.86686379
167.5354822,58.69835877
171.0477102,79.53241109
168.477064,68.58617709
162.5519117,45.94720835
172.196445,76.13616336
157.7927909,57.90832177
176.4206181,77.54171668
197.408932,87.19450879
166.7160752,55.64116882
164.5474663,77.74967652
199.1245368,89.08240668
174.3804285,50.55785279
187.0237985,82.88499583
184.0082649,78.18447708
162.5906547,43.59334528
177.8634369,83.37683518
176.5634897,75.35555193
170.444675,86.66098821
169.0134606,65.82392847
158.9110446,49.24466314
180.8295368,73.83359807
181.7643329,84.61680161
159.4820959,56.35980739
163.1000682,64.21039733
169.6054537,83.10463262
166.5059887,60.29574749
172.5054142,71.48010399
164.4893064,57.93258408
158.8352581,70.24865133
161.9347315,82.74883361
172.3199663,76.62062435
166.2401431,44.70791203
178.5629282,81.68549858
157.9730372,50.42575298
172.1311281,89.23245981
160.2269967,49.50705024
181.9845715,89.97234538
170.5907737,79.61075661
173.8945934,88.67805878
168.1055082,66.17375666
178.3367433,81.48226715
168.8878067,53.70598174
154.5538631,52.52398038
185.685094,85.23537162
173.1494633,84.64211227
161.4646261,66.75111529
171.1273485,60.44336578
163.1936782,71.56399195
157.3146155,64.82947259
164.7006472,77.20252158
183.6896349,84.81865441
165.1127508,52.61303455
168.2566734,78.97866801
178.4965446,80.55310629
169.5713852,72.75450015
177.6990435,90.26382329
161.5328249,72.50642556
159.1655827,54.10512609
169.6483699,53.70984905
165.3949562,74.51335417
167.3585608,57.23177591
178.869025,81.16531073
174.6511329,52.66810735
156.5666397,54.72106601
184.6939671,84.77900722
178.3996498,80.97602363
158.9740637,58.98332697
164.2173616,62.18601581
161.1663604,67.57232232
184.9439439,81.07741433
166.6266768,69.67337724
171.8770775,79.63342304
162.2541564,61.22197538
170.7633433,62.6127983
179.6278226,85.15072603
158.3431347,63.85352041
164.0693849,83.350863
159.2571152,52.31037378
169.2956334,64.00119903
168.1216239,82.46248127
170.22026,73.75661441
154.0915342,55.50948542
188.6453185,82.45466033
162.4720345,64.15037744
162.8698276,74.53162377
166.4590426,87.10525064
173.4233298,80.35074423
161.9565932,71.06512273
193.9588918,83.98703769
163.7317419,80.76218089
166.8663574,62.32006424
165.5833154,57.21726347
168.198218,72.95067872
162.5922132,61.89490348
148.3358451,49.18412101
185.7774381,88.11523404
153.0081631,64.87185019
166.1487052,49.3342053
171.8067158,89.18629313
165.5157118,50.39375043
164.6575716,75.6324741
163.0420892,63.29714099
171.0939917,70.72643871
164.0266893,52.12979962
172.6653334,63.36813473
174.383736,72.50458026
170.3548433,58.64863574
173.4042656,77.24465765
177.3218104,88.49805035
178.1721822,84.93730588
172.773249,81.0536921
156.3205327,55.84663954
165.8778267,49.22424745
169.5239488,57.07581507
174.112556,60.55263762
169.9034782,73.76404722
170.6324813,65.78111508
167.1737084,78.77884146
147.6032283,64.60441387
172.3226646,67.94987921
169.3821107,53.49230913
164.0638567,62.56678619
167.2674606,71.45760759
171.2345786,52.16273721
171.6274708,51.11258893
162.1841356,56.52559848
163.1952967,51.97473343
167.6088477,63.49619063
161.9344429,58.88238741
184.4304609,81.05867748
185.996596,78.1777834
174.8431789,80.27117992
166.0422711,61.57749586
171.0055097,73.97983625
175.9314906,64.65060895
181.8159452,84.56861587
163.2501481,72.8716636
170.0196755,69.9796676
168.6162459,46.93839323
174.4939646,69.56815632
163.9331211,56.69167276
162.0714309,75.2461812
162.7486656,42.25126013
171.5401822,73.62103283
159.0069072,66.39339361
170.3111252,63.33921418
177.1408317,55.58126572
191.4813493,88.06479849
161.8604943,60.75291321
154.0539693,78.59938455
166.2590969,70.89277609
177.2050766,77.62059668
168.6987559,64.87933533
171.3285476,56.83860767
175.0377089,79.97449992
156.5693045,58.95542997
174.0184961,79.78880234
169.8919486,83.04865372
169.3068795,78.7394645
159.8575309,76.27198877
156.3052943,57.91109849
181.7229476,81.38239526
185.7961859,88.64851998
175.6195283,56.95229164
168.0323216,60.357021
183.005648,76.80653498
164.9978465,74.0850692
175.8487909,53.62170936
176.2372191,80.74407656
162.2755178,50.1095827
156.7617447,62.06704459
177.799246,88.86520556
181.5526373,89.36115541
165.9270164,74.72755265
196.6323595,89.8703328
168.64267,58.94448274
156.0584077,58.92707951
168.0543214,72.99841481
167.5783498,69.1874579
164.8195812,66.13553495
167.4924038,51.90934779
186.7877957,82.53586108
181.8450111,88.60237803
165.7894438,61.23339077
163.1971273,57.80840929
181.1407937,90.51524522
163.0503903,50.87327594
168.563816,81.14148706
152.4443577,69.01922375
166.2436245,58.39917563
176.8133843,85.37592605
160.7998206,63.89990371
178.1872765,66.99217352
158.0578963,63.43204094
164.1952033,60.52594346
187.3029068,82.45478994
170.2257707,59.88396374
183.5255194,79.75825767
190.3277921,69.06039813
174.2607533,81.30743474
169.0268393,81.75079598
162.6517418,78.56860066
174.7567388,85.19565252
175.9435159,91.32573514
175.3863055,73.5890359
171.1267318,75.58675144
160.3181736,56.80402619
179.6313033,90.6435003
168.6256297,67.63813065
154.9278698,53.49147917
175.4206497,74.96498367
169.9959044,61.22299098
152.9855871,63.21023803
170.2034419,72.84465769
163.4057948,82.61738455
163.9907147,59.21551773
171.5208785,68.22657112
197.6975462,90.65872153
156.8090227,53.74165626
169.0702806,44.96348928
160.6001232,65.23231215
170.466142,74.12115572
176.5494743,63.77003501
161.6141938,71.4397385
165.9123675,72.12937043
166.8700701,75.17202385
170.2856254,77.18633959
167.4281727,56.20978365
163.8669913,53.94910926
161.3860089,68.86963752
174.7181777,73.8769995
165.4049535,57.53082731
156.4632305,48.2399254
164.5612821,47.19367409
170.6166453,70.17329662
157.48444,61.33776969
160.0874241,71.40666678
168.5382216,64.00089158
158.9980179,48.80738261
193.6755896,74.95752194
169.524574,71.92857079
158.4150201,69.80084747
159.5561993,57.75027128
157.3646512,65.71075818
170.7568238,84.29266666
158.8111052,47.48969416
173.6989305,78.48045681
181.1037938,70.52774423
168.2446415,59.67496416
180.8222459,90.30253808
159.6385536,56.22567196
160.2816499,68.44725831
162.30921,49.72049163
192.1958931,85.41873092
163.0073863,57.37315687
178.4616114,67.23926401
168.5942372,47.87594085
159.8250402,59.83488668
169.6240383,45.52620492
167.5255097,50.59143342
176.9429294,98.93980402
161.4321014,54.28210435
164.3998418,83.16722137
177.5148442,85.45838463
180.1582094,57.61862896
173.0773264,46.86469533
166.4590093,56.2732988
161.2128483,64.34546799
169.6449637,58.58367079
158.0189418,80.39375531
169.9881063,61.01345812
175.9395323,95.55016317
165.9555028,54.318486
172.2432947,79.08855424
162.5792449,60.55364262
179.0746184,80.57388296
164.5144703,75.525872
163.0031294,56.87613602
195.6449286,87.57027879
168.6623506,68.76444441
171.9769725,76.62045817
180.7659082,74.91862529
170.6484645,78.07518341
161.7744998,65.5404714
171.2578656,66.200884
189.6657872,103.5105763
179.9600095,78.30782612
167.4157532,72.52054918
159.0762798,35.34678748
165.953752,57.42753999
